epoch,bin_acc,loss,val_bin_acc,val_loss
0,0.8092168569564819,0.3623517155647278,0.8210116624832153,0.34430208802223206
1,0.8245342373847961,0.3347092568874359,0.8247946500778198,0.3373502194881439
2,0.8480384945869446,0.3125278651714325,0.8650021553039551,0.3085225224494934
3,0.8873643279075623,0.27562400698661804,0.8941850662231445,0.27595871686935425
4,0.9090920090675354,0.2346774786710739,0.9032641649246216,0.2404651641845703
5,0.924745500087738,0.18891732394695282,0.9195849299430847,0.19852080941200256
6,0.9356333613395691,0.15716961026191711,0.929204523563385,0.17478743195533752
7,0.9465932250022888,0.1332726925611496,0.9347168207168579,0.15676943957805634
8,0.954227864742279,0.1158904954791069,0.94520103931427,0.14166554808616638
9,0.9611663222312927,0.1011931374669075,0.9455252885818481,0.13995687663555145
10,0.9655238389968872,0.09045270830392838,0.952118456363678,0.12385711818933487
11,0.9703375697135925,0.08118390291929245,0.9564418792724609,0.12080051749944687
12,0.9736146926879883,0.0718708336353302,0.9597924947738647,0.1073274314403534
13,0.9791726469993591,0.062182702124118805,0.9653047919273376,0.10375029593706131
14,0.9807212352752686,0.05530476197600365,0.9638996720314026,0.10314334183931351
15,0.9811293482780457,0.053065553307533264,0.9645482301712036,0.10164783149957657
16,0.9851987957954407,0.0453341081738472,0.967358410358429,0.0950111672282219
17,0.9857990145683289,0.041589196771383286,0.9686554074287415,0.09101949632167816
18,0.9880197644233704,0.037827249616384506,0.9700605273246765,0.09022713452577591
19,0.9885599613189697,0.03520950302481651,0.9735192656517029,0.08571308851242065
20,0.9900124669075012,0.031546179205179214,0.9722222089767456,0.08520916849374771
21,0.9913689494132996,0.028220362961292267,0.9715737104415894,0.0843019187450409
22,0.992209255695343,0.026054149493575096,0.97200608253479,0.08670911192893982
23,0.9928454756736755,0.024056872352957726,0.9711413979530334,0.09274951368570328
24,0.9929054975509644,0.02300160937011242,0.9715737104415894,0.08656100928783417
25,0.9937098026275635,0.02156764827668667,0.9727626442909241,0.09002815186977386
26,0.9948141574859619,0.018311703577637672,0.9727626442909241,0.09090311080217361
27,0.9951742887496948,0.01761438697576523,0.9711413979530334,0.09809400141239166
28,0.9955584406852722,0.01648689992725849,0.9765456318855286,0.08449283242225647
29,0.9946701526641846,0.017153708264231682,0.9728707075119019,0.0972161665558815
